Job Name,label,Company Name,Job Type,Experience Required,Department,JD,City,Date Posted
Full Time Trainee Mechanical Engineer (Design & Estimation) Job in Pakistan,,"Inxol Technologies, Pakistan",Full Time Job,1 Year Job Exp.,Engineering Job,"Design BOQ, architecture, offers &amp; technical proposals.Knowledge of AutoCAD, Sketchup (3D design and Visualization)Prepare documents in Tender Submission (Technical + Commercial)Collaborate with sales teams in order to meet the requirements of th",Lahore,8-Sep-20
Full Time Trainee Sales Engineer (Solar) Jobs in Pakistan,,"Inxol Technologies, Pakistan",Full Time Jobs,1 Year Job Exp.,Sales Jobs,Achieving Sales TargetsExpanding the customer base and managing new and existing customers.Build a positive working relationship with customers.Generating new leads through cold calling and customer visits.Coordinate with partners to identify new bus,Lahore,8-Sep-20
Full Time Junior Wordpress Developer   Job in Pakistan,,"Inxol Technologies, Pakistan",Full Time Job,1 Year Job Exp.,IT Job,Experienced Candidate with a good understanding of WordPress architecture and structure.Expert at developing WordPress websites with great design and focus on UI/UX.Troubleshooting WordPress website issues and able to perform maintenance on existing,Lahore,8-Sep-20
Full Time Software / Web Development Intern  Jobs in Pakistan,,"Inxol Technologies, Pakistan",Full Time Jobs,Job for Fresh Graduates,IT Jobs,"03 Months Paid InternshipMust have Good Knowledge of OOP, PHP / MYSQL, Laravel FrameworkKnowledge of jQuery, JavaScript, CSS, XML, XHTML.Must write efficient code with documentationMust be a problem solver and analytical thinkerSelf-motivated and sho",Lahore,8-Sep-20
Full Time Sales & Marketing Intern Jobs in Pakistan,,"Inxol Technologies, Pakistan",Full Time Jobs,Job for Fresh Graduates,Sales Jobs,Generating and qualifying leads/sales. (Assisting the sales team)Supporting sales team in meeting monthly and quarterly sales targets requirements.03 Months Paid InternshipCandidate must have their own bikeCandidate must have knowledge of Lahore city,Lahore,8-Sep-20
Full Time News Reporter For Free Internship Jobs in Pakistan,,"Public TV Media, Pakistan",Full Time Jobs,Job for Fresh Graduates,Media Jobs,"Applications are now open for Volunteer Reporter for public tv newsThere&rsquo;s something special about public tv news. Launch your career with public tv news. There&rsquo;s a sense of pride that comes from delivering fact-based, in-depth news that",Islamabad,8-Sep-20
Full Time PHP Developer With MVC Experience Jobs in Pakistan,Gallery Job,"TeraTone (Pvt) Ltd, Pakistan",Full Time Jobs,3 Years Job Exp.,Web & E-commerce Jobs,"Teratone (pvt) ltd is a fast growing web development firm. To meet our growing development needs and client base, we need to extend our team. If you have an excellent academic background, and have experience in PHP development in any MVC framework, y",Islamabad,7-Sep-20
Full Time Business Developer (Percentage Basis) Jobs in Pakistan,,"DeDevelopers, Pakistan",Full Time Jobs,1 Year Job Exp.,IT Jobs,DeDevelopers is looking for Business developers for their office at Lahore.Responsibilities:Research and build relationships with new clients and get projects for the company.Connect or follow up with clients and discuss the project requirements.A ve,Lahore,7-Sep-20
Full Time Game Developer (Unity 2D/3D) Jobs in Pakistan,Gallery Job,"Five River Solutions, Pakistan",Full Time Jobs,1 Year Job Exp.,Engineering Jobs,"Five River Solutions is looking for an EXPERIENCED Game Developer to join the existing team. You will be working on a variety of tasks (from simple to complex level), including development, performance tuning, deployment, and ensuring all Game featur",Islamabad,7-Sep-20
Full Time Customer Service Representative (CSR) Jobs in Pakistan,,"Hukumat Networks, Pakistan",Full Time Jobs,< 1 Year,Web & E-commerce Jobs,We are looking for call center agents in Rawalpindi who have excellent command on English listening and speaking for our USA Campaign (Night shift 09:00 pm - 06:00 am).Bonuses will be offered along with a basic salary to experienced agents or starter,Islamabad,6-Sep-20
Full Time SEO Expert Job in Pakistan,,"Hukumat Networks, Pakistan",Full Time Job,< 1 Year,Web & E-commerce Job,We are looking for an SEO Expert (Digital Marketing) to work with us on our on-going projects. You must have a minimum 1 year of experience in SEO and Digital Marketing industry and at-least the clear knowledge of On-Page and Off-Page SEO strategies*,Islamabad,6-Sep-20
Full Time Fashion Designer Internship Jobs in Pakistan,,"Modest, Pakistan",Full Time Jobs,1 Year Job Exp.,Production Jobs,We are recruiting office based interns for Fashion Designer Intern for Karachi Office. If you are a passionate individual willing to learn and get professional exposure then this opportunity is waiting for you.Duration: 4 - 12 weeks (could lead to a,Karachi,6-Sep-20
"Full Time Content Writing, Digital Marketing & SEO Expert (Work From Home) Job in Pakistan",Hot Job,"Move Immigration, Citizenship, Refugee & Student Services, Pakistan",Full Time Job,4 Years Job Exp.,Web & E-commerce Job,"We are looking for a female to work from home although suitable male can be considered as well. We prefer females considering difficulties they might face in finding and performing job in the open market in Pakistan. We, therefore, intend to help fem",Lahore,6-Sep-20
Full Time Experience Website Design And Developer  Jobs in Pakistan,,"Zia Dental Care, Pakistan",Full Time Jobs,3 Years Job Exp.,Web & E-commerce Jobs,Web Developer RequiredWe are looking for a talented Web Designer &amp; Developer to create amazing user experiences. The ideal candidate should have an eye for clean and artful web design. They should have superior user interface design skills. The s,Karachi,5-Sep-20
Full Time Senior Web Developer Job in Pakistan,,"Digital Marketing Trade, Pakistan",Full Time Job,5 Years Job Exp.,IT Job,"We are looking to hire a Senior Web Developer who has experience in working in a Digital Agency (No Freelancer please). He or She should be able to have expertise accross all web Development platforms. Since this is an urgent vacancy, we need someone",Karachi,5-Sep-20
Full Time Sales And Marketing Executive Job in Pakistan,,"Intellisoft Solutions, Pakistan",Full Time Job,< 1 Year,Sales Job,"Intellisoft solutions is looking for Sales and Marketing Executive (Male/Female) Fresh Candidates encourage to apply1. Ability to understand requirement and prepare a qoutation, proposal and presentation2. Responsblie for gathering clients requiremen",Lahore,5-Sep-20
Full Time Assistant Manager Real Estate  Jobs in Pakistan,,"Intellisoft Solutions, Pakistan",Full Time Jobs,< 1 Year,Sales Jobs,". To ensure that all commercial and other properties under their care are maintained.&middot; Create and negotiate the terms of a commercial or residential lease. This can include new leases, renewals or property purchases.&middot; Responsible for sh",Lahore,5-Sep-20
Full Time Sales Executive Jobs in Pakistan,,"Style & Comfort, Pakistan",Full Time Jobs,2 Years Job Exp.,Sales Jobs,"Sales Executive responsibilities include discovering and pursuing new sales prospects, negotiating deals and maintaining customer satisfaction. If you have excellent communication skills and feel comfortable reaching out to potential customers to dem",Karachi,5-Sep-20
Online Full Time Cattle Farming Expert / DVM Veterinary Job in Pakistan,,"AA Net Consult, Pakistan",Full Time Job,3 Years Job Exp.,Agriculture Job,Job DescriptionVeterinarians typically do the following:Examine animals to diagnose their health problemsDiagnose and treat animals for medical conditionsTreat and dress woundsPerform surgery on animalsTest for and vaccinate against diseasesOperate m,Gojra,5-Sep-20
Full Time Network Security Engineer Job in Pakistan,,"AA Net Consult, Pakistan",Full Time Job,5 Years Job Exp.,Engineering Job,"Good understanding of the IP technologies, protocols and network topologyGood understanding of the Network operations processes &amp; functions5-6 years of experience as an expert in Checkpoint Security5-6 years of experience as an expert in Cisco IS",Lahore,5-Sep-20
Full Time Internee Job in Pakistan,,"AA Net Consult, Pakistan",Full Time Job,Job for Students,Engineering Job,"ResponsibilitiesDevelop in-depth knowledge about business development practices, marketing activities, prospective clients and industry trends.Maintain a knowledge repository of clients, referrals, RFPs, prospects and presentations.Develop strong cus",Lahore,5-Sep-20
Full Time Word Press Developer Job in Pakistan,,"Land Hub Pakistan, Pakistan",Full Time Job,2 Years Job Exp.,Real Estate Job,WordPress Developer Responsibilities:Designing and building the website front-end.Creating the website architecture.Designing and managing the website back-end including database and server integration.Generating WordPress themes and plugins.Conducti,Lahore,5-Sep-20
Full Time Call Center Agent  Jobs in Pakistan,,"Dreamers Co-working Studio, Pakistan",Full Time Jobs,Job for Students,Customer Service Jobs,"Call Centre Campaign Job Opportunity (Night Shift 7 PM- 5 AM)Basic Education: Intermediate*Can speak EnglishBasic Salary :
15,000 - 20,000 Rs.*Should have his Own Laptop",Lahore,5-Sep-20
Full Time Store Manager Job in Pakistan,,"C Mart Askari, Pakistan",Full Time Job,< 1 Year,Retail Job,"We are looking for a professional and customer service-oriented Store Manager to oversee daily operations at our store. As the Store Manager, he will supervise the operational and organizational standards of the store. Your duties will include undert",Islamabad,5-Sep-20
Full Time Website & Android Developers Jobs in Pakistan,Hot Job,"Digital Applications, Pakistan",Full Time Jobs,< 1 Year,Computer Software Jobs,"Digital Applications Khanewal is a well-renowned software house with a proven history and 100% client satisfaction record. We need highly talented &amp; experienced Website Developers and Android Apps Developers, who can work for our multinational cl",Khanewal,5-Sep-20
Online Full Time Senior Ios Developer Jobs in Pakistan,,"The Orange Beak, Pakistan",Full Time Jobs,2 Years Job Exp.,Web & E-commerce Jobs,Development and maintenance of applications aimed at a vast number of diverse iOS devices and their integration with back-end services.Working along-side other engineers and developers working on different layers of the infrastructure.Translating des,Islamabad,4-Sep-20
Full Time Real Estate Executive Jobs in Pakistan,,"Markhor B&D Private Limited, Pakistan",Full Time Jobs,2 Years Job Exp.,Real Estate Jobs,"Looking for experienced, energetic and persons with good local knowledge for the job of Real Estate Executives in DHA, Clifton, North Nazimabad, Malir, Bahria Town and DHA City.Exciting career, join team of Professionals",Karachi,4-Sep-20
Full Time Customer Service Representative Jobs in Pakistan,,"Design Media Service, Pakistan",Full Time Jobs,< 1 Year,Sales Jobs,"&Oslash; Provide outstanding customer service through both oral and written communication.&Oslash; Identify customers&rsquo; needs, clarify information, research every issue and provide solutions and/or alternatives&Oslash; Prepare and process quotes",Lahore,4-Sep-20
Full Time Wordpress Developer Jobs in Pakistan,Gallery Job,"899Design, Pakistan",Full Time Jobs,< 1 Year,Computer Software Jobs,"We are looking for a WordPress Developer (Frontend Designer) for our Web Design Company.We have two openings:- Internship (leading to job)- Full time jobWe are based in Deans Trade Center Saddar, Peshawar.Timing is flexible.Both male &amp; female can",Peshawar,4-Sep-20
Full Time Business Developer Intern Job in Pakistan,,"Digital Software Labs, Pakistan",Full Time Job,< 1 Year,Computer Software Job,"Business Developer Intern:We are seeking a hard-working and motivated business developer to join our growing team. The individual in this role will assist company growth and profitability through new customer acquisition, as well as by increasing cur",Karachi,4-Sep-20
